id,title,body,sentiment,categories,issue_summary,url,classified_by_model,label_actual
131802,[일반]지원사격 패치 빼먹은거 같은데?[4]사진,,neutral,"[""기타""]",[일반]지원사격 패치 빼먹은거 같은데?[4]사진,https://www.inven.co.kr/board/aion2/6450/15840,,
52521,[일반]●▅▇█▇▆▅▄▇ 형들 고마워 같이 눕자!,,positive,"[""기타""]",[일반]●▅▇█▇▆▅▄▇ 형들 고마워 같이 눕자!,https://www.inven.co.kr/board/aion2/6438/17405,,
26907,[잡담]무한쿨초 마매  ㅈ병신게임[1],,negative,"[""기타""]",[잡담]무한쿨초 마매  ㅈ병신게임[1],https://www.inven.co.kr/board/aion2/6388/219345,,
53465,[일반]아르카나 준졸업시키고 스킬 2개가 21렙인데[9]사진,,positive,"[""클래스밸런스"", ""콘텐츠""]",[일반]아르카나 준졸업시키고 스킬 2개가 21렙인데[9]사진,https://www.inven.co.kr/board/aion2/6450/15134,,
98221,[잡담]진짜 신규초월 존나재밌네 ㅋㅋㅋㅋ[7],,positive,"[""콘텐츠""]",[잡담]진짜 신규초월 존나재밌네 ㅋㅋㅋㅋ[7],https://www.inven.co.kr/board/aion2/6388/232359,,
43359,[일반]형들 타격쇄 넣으면 백열격 강제로 안 써요?[2],,neutral,"[""기타""]",[일반]형들 타격쇄 넣으면 백열격 강제로 안 써요?[2],https://www.inven.co.kr/board/aion2/6451/16532,,
178138,[일반]무스펠. 악몽 딸각 캐릭이 있다 그것은 이름하여 갓검성! 한손이면 되는데요?  남준형 너프가시급합니다,,neutral,"[""클래스밸런스""]",[일반]무스펠. 악몽 딸각 캐릭이 있다 그것은 이름하여 갓검성! 한손이면 되는데요?  남준형 너프가시급합니다,https://www.inven.co.kr/board/aion2/6448/24827,,
93560,[일반]나 진짜 25특화 보고 접을지 말지 정한다[10],,negative,"[""기타""]",[일반]나 진짜 25특화 보고 접을지 말지 정한다[10],https://www.inven.co.kr/board/aion2/6451/17035,,
143087,[일반]검성 형님들 딜러 되신거 축하드립니다!![2],,positive,"[""클래스밸런스""]",[일반]검성 형님들 딜러 되신거 축하드립니다!![2],https://www.inven.co.kr/board/aion2/6448/23944,,
131745,[일반]우리 더 욕심 부리면 안되냐?[2],,neutral,"[""기타""]",[일반]우리 더 욕심 부리면 안되냐?[2],https://www.inven.co.kr/board/aion2/6449/17066,,
182974,[A2DIL] 아르카나 계산기 새로 만들었습니다~,,neutral,"[""콘텐츠""]",[A2DIL] 아르카나 계산기 새로 만들었습니다~,https://www.inven.co.kr/board/aion2/6388/240594,,
67518,[잡담]아이온2 최고의 재화,,positive,"[""기타""]",[잡담]아이온2 최고의 재화,https://www.inven.co.kr/board/aion2/6388/228160,,
122027,[잡담]새싹 2주본다..[2],,neutral,"[""기타""]",[잡담]새싹 2주본다..[2],https://www.inven.co.kr/board/aion2/6388/234730,,
74658,[잡담]권성 시작하자마자 아르카나 개꿀[4]사진,,positive,"[""콘텐츠""]",[잡담]권성 시작하자마자 아르카나 개꿀[4]사진,https://www.inven.co.kr/board/aion2/6388/228845,,
68390,[일반]실력척도 어쩌구 별 ㅈㄹ을 다하지만 이거 하나로 ㅂㅅ 스킬인거 인증임[1]사진,,negative,"[""클래스밸런스""]",[일반]실력척도 어쩌구 별 ㅈㄹ을 다하지만 이거 하나로 ㅂㅅ 스킬인거 인증임[1]사진,https://www.inven.co.kr/board/aion2/6438/17642,,
139592,[잡담]창멸룡 업글하는 것보다 밸패로 상향된 클래스 고르는 게 이득인겜은[1],,positive,"[""클래스밸런스""]",[잡담]창멸룡 업글하는 것보다 밸패로 상향된 클래스 고르는 게 이득인겜은[1],https://www.inven.co.kr/board/aion2/6388/237100,,
